Modelo,Precio,Año,Km,Combustible,Imagen,Link
"Ferrari CALIFORNIA 4.3 V8 AUTO 490CV 2P # NAVY,CUERO,BIXENON",118500115500,2015,58200,Gasolina,https://autofesa.imgix.net/1142419.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ferrari/california/4-3-v8-auto-490cv-2p-navy-cuero-bixenon
"Fiat 500C 1.2 SERIE SPORT 69CV 2P # NAVY,CUERO,PARKTRONIC",106509450,2016,97869,Gasolina,https://autofesa.imgix.net/1146619.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/500c-1-2-serie-sport-69cv-2p-navy-cuero-parktronic/1-2-serie-sport-69cv-2p-navy-cuero-parktronic
"Fiat 500l 1.6 MJET LOUNGE 120cv 5P # TECHO PANORAMICO, NAVY",106509500,2015,97700,Otros,https://autofesa.imgix.net/1092310.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/500l/1-6-mjet-lounge-120cv-5p-techo-panoramico-navy
Fiat 500X 1.6 MJET CROSS 120cv 5P # NAVY,1325010450,2017,103800,Otros,https://autofesa.imgix.net/1086833.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/500x/1-6-mjet-cross-120cv-5p-navy
"Fiat 500X 500X CROSS 1.0 T3 FIREFLY 120CV 5P # NAVY,FAROS LED,CAMARA TRASERA,PARKTRONIC",10800,2019,85200,Gasolina,https://autofesa.imgix.net/1147331.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/500x/500x-cross-1-0-t3-firefly-120cv-5p-navy-faros-led-camara-trasera-parktronic
Fiat Doblo FURGO 1.3 D 95CV 2P,6750,2018,194200,Otros,https://autofesa.imgix.net/1153814.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/doblo/furgo-1-3-d-95cv-2p
"Fiat Ducato 2.3 GAS GNC ALTO 136CV 3P #CONGELADOR, ISOTERMO",1945016450,2018,61700,Otros,https://autofesa.imgix.net/1120536.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/ducato/2-3-gas-gnc-alto-136cv-3p-congelador-isotermo
"Fiat E-SCUDO ELECTRICA FURGO LONG PRO 136cv 4P # IVA DEDUCIBLE, NAVY",2185018850,2022,48800,Otros,https://autofesa.imgix.net/1106192.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/e-scudo/electrica-furgo-long-pro-136cv-4p-iva-deducible-navy
Fiat Punto 1.2 EASY 69CV 5P,6750,2018,102000,Gasolina,https://autofesa.imgix.net/1152602.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/punto/1-2-easy-69cv-5p
Fiat Stilo 2.0 JTD STILO 120CV 3P,1950,2007,310000,Otros,https://autofesa.imgix.net/1153665.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/stilo/2-0-jtd-stilo-120cv-3p
"Fiat Tipo SW 1.3 MJET EASY 95CV 5P # NAVY, PARKTRONIC",8850,2017,116326,Otros,https://autofesa.imgix.net/1152773.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/tipo/sw-1-3-mjet-easy-95cv-5p-navy-parktronic
Fiat Tipo SW 1.4I LOUNGE 95cv 5P # PARKTRONIC,92508450,2017,121400,Gasolina,https://autofesa.imgix.net/1120155.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/tipo/sw-1-4i-lounge-95cv-5p-parktronic
Fiat Tipo TIPO 1.4 95CV 4P # PARKTRONIC,8250,2016,69900,Gasolina,https://autofesa.imgix.net/1152582.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/fiat/tipo/tipo-1-4-95cv-4p-parktronic
"Ford C-max CMAX 1.5 TDCI 120CV TITANIUM 5P # NAVY,PARKTRONIC",11850,2018,119430,Otros,https://autofesa.imgix.net/1133749.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/c-max/cmax-1-5-tdci-120cv-titanium-5p-navy-parktronic
"Ford Edge 2.0 TDCI AWD 210CV AUTO 5P S/S # NAVY, CUERO, TECHO ELECTRICO PANORAMICO, FAROS LED",2435022850,2018,103000,Otros,https://autofesa.imgix.net/1132771.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/edge/2-0-tdci-awd-210cv-auto-5p-s-s-navy-cuero-techo-electrico-panoramico-faros-led
"Ford Edge 2.0 TDCI TITANIUM AWD AUTO 210cv 5P # NAVY, CUERO",2175017990,2016,128600,Otros,https://autofesa.imgix.net/1087998.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/edge/2-0-tdci-titanium-awd-auto-210cv-5p-navy-cuero
"Ford Fiesta 1.5 TDCI 120CV TITANIUM 5P # NAVY, PARKTRONIC",11850,2019,86700,Otros,https://autofesa.imgix.net/1131652.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/fiesta/1-5-tdci-120cv-titanium-5p-navy-parktronic
Ford Focus 2.0 TDCI 150cv TITANIUM 5P # NAVY,1465012850,2016,65600,Otros,https://autofesa.imgix.net/1121332.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/focus/2-0-tdci-150cv-titanium-5p-navy
"Ford Focus ACTIVE 1.0 ECOBOOST MHEV STYLE 155CV 5P # IVA DEDUCIBLE,PARKTRONIC",1785016450,2022,49000,Híbrido,https://autofesa.imgix.net/1137922.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/focus/active-1-0-ecoboost-mhev-style-155cv-5p-iva-deducible-parktronic
"Ford Galaxy 2.0 TDI Titanium 140cv 7 Plazas 5P # NAVY,PARKTRONIC",1365012990,2014,157500,Otros,https://autofesa.imgix.net/1123885.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/galaxy/2-0-tdi-titanium-140cv-7-plazas-5p-navy-parktronic
"Ford Kuga 2.0 TDCI AUTO 4X4 150CV 5P # NAVY, PARKTRONIC",8650,2015,268600,Otros,https://autofesa.imgix.net/1152029.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/kuga/2-0-tdci-auto-4x4-150cv-5p-navy-parktronic
"Ford Mondeo 1.5 ECOBOOST 160CV TITANIUM SPORTBREAK 5P S/S # NAVY, CUERO",12350,2016,80100,Gasolina,https://autofesa.imgix.net/1137841.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/mondeo/1-5-ecoboost-160cv-titanium-sportbreak-5p-s-s-navy-cuero
"Ford Mondeo 2.0 HEV VIGNALE AUTO 187CV 4P #CUERO, NAVY, PARKTRONIC",16850,2018,100600,Híbrido,https://autofesa.imgix.net/1153947.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/mondeo/2-0-hev-vignale-auto-187cv-4p-cuero-navy-parktronic
"Ford Mondeo 2.0 TDCI 150CV TITANIUM 5P # NAVY, PARKTRONIC",13450,2017,116900,Otros,https://autofesa.imgix.net/1135287.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/mondeo/2-0-tdci-150cv-titanium-5p-navy-parktronic
Ford S-max 2.0 TITANIUM 140CV 7 PLAZAS 5P # PARKTRONIC,8450,2009,166400,Otros,https://autofesa.imgix.net/1144416.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/s-max/2-0-titanium-140cv-7-plazas-5p-parktronic
"Ford Transit Custom 2.0 TDCI 9 PLAZAS 4P # IVA DEDUCIBLE,BOLA REMOLQUE",16500,2021,237800,Otros,https://autofesa.imgix.net/1148759.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/transit-custom/2-0-tdci-9-plazas-4p-iva-deducible-bola-remolque
"Ford Transit Connect L2 1.5 TDCI TREND 100CV 4P # NAVY,CAMARA TRASERA,LIBRO REVISION",12350,2017,126145,Otros,https://autofesa.imgix.net/1150838.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/transit-connect/l2-1-5-tdci-trend-100cv-4p-navy-camara-trasera-libro-revision
"Ford Transit Courier KOMBI 1.5 TDCI TREND 75CV 5P # IVA DEDUCIBLE,",11850,2019,64000,Otros,https://autofesa.imgix.net/1151118.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/transit-courier/kombi-1-5-tdci-trend-75cv-5p-iva-deducible-1
Ford Transit L2 MIXTA 2.0 MHEV CAMPER 130CV TREND 4P # CAMARA TRASERA,27500,2022,48100,Híbrido,https://autofesa.imgix.net/1147182.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/ford/transit/l2-mixta-2-0-mhev-camper-130cv-trend-4p-camara-trasera
"Honda Cr-v 2.0 HIBRIDO MMD 4X4 EXECUTIVE 184CV AUTO 5P # IVA DEDUCIBLE, TECHO ELEC, NAVY, CUERO",2950027950,2019,44600,Híbrido,https://autofesa.imgix.net/1125868.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/honda/cr-v/2-0-hibrido-mmd-4x4-executive-184cv-auto-5p-iva-deducible-techo-elec-navy-cuero
"Honda Cr-v 2.0 i-VTEC AWD Executive 155cv 5P S/S # NAVY, XENON, PARKTRONIC",2150017900,2017,105500,Gasolina,https://autofesa.imgix.net/1022588.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/honda/cr-v/2-0-i-vtec-awd-executive-155cv-5p-s-s-navy-xenon-parktronic
"Hyundai BAYON 1.0 TGDI 100CV MAXX 5P # PARKTRONIC,CAMARA TRASERA",15250,2021,41300,Gasolina,https://autofesa.imgix.net/1148928.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/bayon/1-0-tgdi-100cv-maxx-5p-parktronic-camara-trasera
Hyundai I10 1.0 KLASS 67CV 5P,7950,2017,65923,Gasolina,https://autofesa.imgix.net/1153439.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/i10/1-0-klass-67cv-5p-1
"Hyundai I10 1.0I KLASS 67CV 5P # IVA DEDUCIBLE,CAMARA TRASERA",1190010450,2022,46106,Gasolina,https://autofesa.imgix.net/1145815.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/i10/1-0i-klass-67cv-5p-iva-deducible-camara-trasera
"Hyundai I10 1.0i KLASS AUTO 67CV 5P #CAMARA TRASERA, START/STOP",13850,2023,15200,Gasolina,https://autofesa.imgix.net/1153281.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/i10/1-0i-klass-auto-67cv-5p-camara-trasera-start-stop
"Hyundai I20 1.2 MPI KLASS 75CV 5P # CAMARA TRASERA,LIBRO REVISION",10400,2019,92200,Gasolina,https://autofesa.imgix.net/1151461.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/i20/1-2-mpi-klass-75cv-5p-camara-trasera-libro-revision
"Hyundai I20 COUPE 1.0 T-GDI 100CV 3P # PARKTRONIC, BLUETOOTH",10300,2017,93100,Gasolina,https://autofesa.imgix.net/1142682.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/i20/coupe-1-0-t-gdi-100cv-3p-parktronic-bluetooth
"Hyundai I30 1.0 TGDI HEV 100CV 48V KLASS 5P # IVA DEDUCIBLE, NAVY, PARKTRONIC",1965017990,2024,10800,Híbrido,https://autofesa.imgix.net/1122780.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/i30/1-0-tgdi-hev-100cv-48v-klass-5p-iva-deducible-navy-parktronic
Hyundai I30 FASTBACK 1.0 N-LINE 120cv 5P # GARANTIA FAB 04/2026,2075017950,2023,41700,Gasolina,https://autofesa.imgix.net/1115074.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/i30/fastback-1-0-n-line-120cv-5p-garantia-fab-04-2026
"Hyundai Ioniq Style Electrico 136cv Auto 5P # GARANTIA FAB 08/2025, NAVY, CUERO, TECHO ELECTRICO",3150020850,2022,24500,Otros,https://autofesa.imgix.net/942593.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/ioniq/style-electrico-136cv-auto-5p-garantia-fab-08-2025-navy-cuero-techo-electrico
"Hyundai Ix35 1.7 CRDI 115CV TECNO 4X2 5P # PARKTRONIC,CAMARA TRASERA",10650,2013,134000,Otros,https://autofesa.imgix.net/1149786.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/ix35/1-7-crdi-115cv-tecno-4x2-5p-parktronic-camara-trasera
"Hyundai Ix55 3.0 CRDI VGT V6 240CV GLS STYLE 7 PLAZAS AUTO 5P #TECHO, CUERO",99509450,2011,236300,Otros,https://autofesa.imgix.net/1127241.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/ix55/3-0-crdi-vgt-v6-240cv-gls-style-7-plazas-auto-5p-techo-cuero
"Hyundai Santa Fe 2.2 CRDI 4X2 200CV 7 PLAZAS 5P # IVA DEDUCIBLE,PARKTRONIC,CAMARA TRASERA",24850,2019,85000,Otros,https://autofesa.imgix.net/1149912.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/santa-fe/2-2-crdi-4x2-200cv-7-plazas-5p-iva-deducible-parktronic-camara-trasera
Hyundai Tucson 1.6 CRDI AUTO TECNO 136cv 5P # NAVY,2045017900,2018,90168,Otros,https://autofesa.imgix.net/1095469.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/tucson/1-6-crdi-auto-tecno-136cv-5p-navy
"Hyundai Tucson 1.6 CRDI TRAIN 4X4 136CV 5P # IVA DEDUCIBLE, BOLA",1965017950,2020,110500,Otros,https://autofesa.imgix.net/1124658.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/tucson/1-6-crdi-train-4x4-136cv-5p-iva-deducible-bola
"Hyundai Tucson 1.6 PHEV 4WD AUTO STYLE SKY 265CV 5P # IVA DEDUCIBLE,TECHO PANORAMICO ELE,NAVY",3085028850,2022,35019,Híbrido,https://autofesa.imgix.net/1132857.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/hyundai/tucson/1-6-phev-4wd-auto-style-sky-265cv-5p-iva-deducible-techo-panoramico-ele-navy
"Jaguar E-pace 2.0 P 4WD 200cv Auto 5P S/S # NAVY, CUERO, FAROS LED, CAMARA 360",2545023450,2019,31500,Gasolina,https://autofesa.imgix.net/1043813.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/e-pace/2-0-p-4wd-200cv-auto-5p-s-s-navy-cuero-faros-led-camara-360
"Jaguar E-pace 2.0D R-DYNAMIC 4WD 150cv AUTO 5P # IVA DEDUCIBLE, BLUETOOTH, FAROS LED",2215020850,2020,61400,Otros,https://autofesa.imgix.net/1107981.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/e-pace/2-0d-r-dynamic-4wd-150cv-auto-5p-iva-deducible-bluetooth-faros-led
"Jaguar E-pace 2.0D R-DYNAMIC 4WD 150cv AUTO 5P # IVA DEDUCIBLE, NAVY",2295021450,2019,48100,Otros,https://autofesa.imgix.net/1116512.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/e-pace/2-0d-r-dynamic-4wd-150cv-auto-5p-iva-deducible-navy
"Jaguar E-pace E-PACE 2.0 MHEV R-DYNAMIC 4WD 200CV AUTO 5P S/S # NAVY, CUERO, FAROS LED, CAMARA 360",31450,2021,53600,Híbrido,https://autofesa.imgix.net/1146521.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/e-pace/e-pace-2-0-mhev-r-dynamic-4wd-200cv-auto-5p-s-s-navy-cuero-faros-led-camara-360
"Jaguar EPACE 2.0D SE 150CV AWD 5P # CUERO,NAVY,FAROS LED",1665015550,2018,115200,Otros,https://autofesa.imgix.net/1143012.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/epace-2-0d-se-150cv-awd-5p-cuero-navy-faros-led/2-0d-se-150cv-awd-5p-cuero-navy-faros-led
"Jaguar F-pace 2.0 D I4 AUTO MHEV STANDARD 204CV 4WD 5P # IVA DEDUCIBLE,TECHO PANORAMICO,GPS,CUERO",2885026850,2021,93500,Híbrido,https://autofesa.imgix.net/1136987.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/f-pace/2-0-d-i4-auto-mhev-standard-204cv-4wd-5p-iva-deducible-techo-panoramico-gps-cuero
"Jaguar F-pace 2.0 PHEV P400E AWD AUTO 400CV 5P # IVA DEDUCIBLE,NAVY,FAROS LED,CUERO,",36450,2021,68400,Híbrido,https://autofesa.imgix.net/1145737.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/f-pace/2-0-phev-p400e-awd-auto-400cv-5p-iva-deducible-navy-faros-led-cuero
"Jaguar F-pace 3.0D V6 300CV 4WD PORTFOLIO AUTO 5P S/S # TECHO ELE, NAVY, CUERO",17850,2017,228800,Otros,https://autofesa.imgix.net/1142230.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/f-pace/3-0d-v6-300cv-4wd-portfolio-auto-5p-s-s-techo-ele-navy-cuero
"Jaguar F-pace F PACE 2.0 T PRESTIGE AWD 300CV AUTO 5P # PNAVY, CUERO",24850,2019,102500,Gasolina,https://autofesa.imgix.net/1114980.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/f-pace/f-pace-2-0-t-prestige-awd-300cv-auto-5p-pnavy-cuero
"Jaguar I-Pace EV320 ELECTRICO AWD AUTO 321CV 5P # TECHO PANORAMICO,NAVY,CAMARA 360",24350,2020,51786,Otros,https://autofesa.imgix.net/1148471.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/i-pace/ev320-electrico-awd-auto-321cv-5p-techo-panoramico-navy-camara-360
"Jaguar Xe 20D MEHV AUTO R-DYNAMIC 204CV 4P # IVA DEDUCIBLE,NAVY,FAROS LED",2385022850,2021,102400,Híbrido,https://autofesa.imgix.net/1146141.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/xe/20d-mehv-auto-r-dynamic-204cv-4p-iva-deducible-navy-faros-led
Jaguar Xj8 4.2 V8 Auto 300cv Ejecutive 4P # CUERO,1385012950,2003,171259,Gasolina,https://autofesa.imgix.net/964863.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/xj8/4-2-v8-auto-300cv-ejecutive-4p-cuero
"Jaguar Xkr XKR COUPE 4.2 V8 416cv Auto 3P # CUERO,NAVY,PARKTRONIC",3235031850,2007,62000,Gasolina,https://autofesa.imgix.net/1114297.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jaguar/xkr/xkr-coupe-4-2-v8-416cv-auto-3p-cuero-navy-parktronic
Jeep Compass 2.2 CRD LIMITED 4X2 136cv 5P # BLUETOOTH,1075010350,2012,103300,Otros,https://autofesa.imgix.net/1113259.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jeep/compass/2-2-crd-limited-4x2-136cv-5p-bluetooth
"Jeep Compass COMPASS 1.6 MJET LIMITED 120CV 5P # IVA DEDUCIBLE,NAVY,PARKTRONIC,",17850,2021,104075,Otros,https://autofesa.imgix.net/1149247.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jeep/compass/compass-1-6-mjet-limited-120cv-5p-iva-deducible-navy-parktronic
"Jeep Renegade 1.6 I TORQ BROOKLYN EDITION 110CV 5P S/S #PARKTRONIC, BLUETOOTH",12450,2016,129300,Gasolina,https://autofesa.imgix.net/1143708.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jeep/renegade/1-6-i-torq-brooklyn-edition-110cv-5p-s-s-parktronic-bluetooth
"Jeep Renegade 1.6 MJET LIMITED 4X2 DDCT AUTO 120CV 5P # IVA DEDUCIBLE,CUERO,PARKTORNIC",15850,2019,127000,Otros,https://autofesa.imgix.net/1148117.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/jeep/renegade/1-6-mjet-limited-4x2-ddct-auto-120cv-5p-iva-deducible-cuero-parktornic
"Kia Ceed 1.5 MHEV 160CV GT LINE DCT AUTO 5P S/S # TECHO ELE, NAVY, PARKTRONIC",2265020850,2022,67800,Híbrido,https://autofesa.imgix.net/1142809.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/ceed/1-5-mhev-160cv-gt-line-dct-auto-5p-s-s-techo-ele-navy-parktronic
Kia Ceed TOURER 1.0GDI 120cv SW CONCEPT 5P # BLUETOOTH,1345012850,2019,67100,Gasolina,https://autofesa.imgix.net/1112464.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/ceed/tourer-1-0gdi-120cv-sw-concept-5p-bluetooth
"Kia Niro 1.6 PHEV DRIVE AUTO 141CV 5P # IVA DEDUCIBLE, NAVY, PARKTRONIC",17850,2021,63800,Híbrido,https://autofesa.imgix.net/1153709.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/niro/1-6-phev-drive-auto-141cv-5p-iva-deducible-navy-parktronic
"Kia Optima 2.0 GDI Hibrido Enchufable 205cv Auto 4P # IVA DEDUCIBLE, NAVY, FAROS LED",2390018950,2019,50500,Híbrido,https://autofesa.imgix.net/1031266.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/optima/2-0-gdi-hibrido-enchufable-205cv-auto-4p-iva-deducible-navy-faros-led
Kia Picanto 1.0 ECO DYNAMICS X TECH 66CV 5P,7250,2015,63600,Gasolina,https://autofesa.imgix.net/1134494.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/picanto/1-0-eco-dynamics-x-tech-66cv-5p
Kia Rio 1.1 CRDI CONCEPT 75CV 5P,7850,2012,56800,Otros,https://autofesa.imgix.net/1154005.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/rio/1-1-crdi-concept-75cv-5p
"Kia Rio 1.2 DPI ACTIVE 84CV 5P # IVA DEDUCIBLE,CAMARA TRASERA",12650,2022,44051,Gasolina,https://autofesa.imgix.net/1144582.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/rio/1-2-dpi-active-84cv-5p-iva-deducible-camara-trasera
"Kia Sorento 2.2 CRDI 197CV EMOTION AWD AUTO 5P # TECHO ELE PANORAMICO, BOLA, NAVY, CUERO",1345012350,2011,130000,Otros,https://autofesa.imgix.net/1136593.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/sorento/2-2-crdi-197cv-emotion-awd-auto-5p-techo-ele-panoramico-bola-navy-cuero
"Kia Sorento 2.2 CRDI 200CH 4X2 7 PLAZAS 5P # TECHO ELE PANORAMICO, NAVY, CUERO",1975016990,2017,140800,Otros,https://autofesa.imgix.net/1121136.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/sorento/2-2-crdi-200ch-4x2-7-plazas-5p-techo-ele-panoramico-navy-cuero
"Kia SORENTO 2.2 CRDI 200CV 4X4 7 PLAZAS # TECHO PANORAMICO ELE,CUERO,NAVY,PARKTRONIC",1785016350,2017,174241,Otros,https://autofesa.imgix.net/1145409.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/sorento-2-2-crdi-200cv-4x4-7-plazas-techo-panoramico-ele-cuero-navy-parktronic/2-2-crdi-200cv-4x4-7-plazas-techo-panoramico-ele-cuero-navy-parktronic
Kia Soul 1.6 CRDI 128CV 5P,8450,2011,132538,Otros,https://autofesa.imgix.net/1147515.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/soul/1-6-crdi-128cv-5p
"Kia SPORTAGE 1.6 HEV TECH 230CV AUTO 5P # GARANTIA FAB 07/2029, IVA DEDUCIBLE, NAVY, PARKTORNIC",3185029850,2022,30900,Híbrido,https://autofesa.imgix.net/1129149.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/sportage-1-6-hev-tech-230cv-auto-5p-garantia-fab-07-2029-iva-deducible-navy-parktornic/1-6-hev-tech-230cv-auto-5p-garantia-fab-07-2029-iva-deducible-navy-parktornic
"Kia Sportage 1.7 CDI GT LINE 141cv AUTO 5P # TECHO ELE PANORAMICO, NAVY, CUERO",1765015350,2017,117223,Otros,https://autofesa.imgix.net/1118108.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/sportage/1-7-cdi-gt-line-141cv-auto-5p-techo-ele-panoramico-navy-cuero
"Kia Sportage 1.7 CRDI DRIVE 115CV 4X2 5P # TECHO PANORAMICO ELE,ESTRIBOS",9750,2011,148800,Otros,https://autofesa.imgix.net/1151537.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/sportage/1-7-crdi-drive-115cv-4x2-5p-techo-panoramico-ele-estribos
"Kia Sportage 1.7CRDI GT LINE 115CV 5P # CUERO, NAVY, PARKTRONIC",14850,2017,131815,Otros,https://autofesa.imgix.net/1152898.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/sportage/1-7crdi-gt-line-115cv-5p-cuero-navy-parktronic
"Kia Stonic 1.2 CVVT DRIVE 84CV 5P # NAVY,CAMARA TRASERA,PARKTRONIC",12850,2018,54300,Gasolina,https://autofesa.imgix.net/1151043.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/stonic/1-2-cvvt-drive-84cv-5p-navy-camara-trasera-parktronic
"Kia XCEED 1.5 MHEV GT-LINE AUTO 160CV 5P # IVA DEDUCIBLE,TECHO ELE,NAVY,CAMARA TRASERA,AGARANTIA FAB 11/2029",20850,2022,94050,Híbrido,https://autofesa.imgix.net/1149039.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/kia/xceed/1-5-mhev-gt-line-auto-160cv-5p-iva-deducible-techo-ele-navy-camara-trasera-agarantia-fab-11-2029
"Lancia Voyager 2.8 CRD GOLD AUTO 163CV 7 PLAZAS 5P # CUERO,PARTKTORNIC",12750,2011,151300,Otros,https://autofesa.imgix.net/1148439.jpg?w=768&h=512&q=60&fm=webp,https://www.autofesa.com/coches-de-ocasion/lancia/voyager-1/2-8-crd-gold-auto-163cv-7-plazas-5p-cuero-partktornic
